cpu,memory,error_rate,latency,failed
72.8,85.2,0.0626,393.1,0
71.65,88.17,0.0773,389.0,0
69.97,79.48,0.0326,233.5,0
79.6,90.86,0.0829,445.3,1
92.63,97.96,0.194,630.7,1
79.97,86.65,0.0901,444.9,1
73.58,87.57,0.0981,428.0,1
91.31,98.67,0.2049,644.9,1
75.06,80.15,0.0342,230.1,0
49.88,65.42,0.0437,267.9,0
80.98,74.34,0.0951,366.9,1
70.71,69.94,0.0217,251.7,0
92.6,93.11,0.124,650.8,1
60.65,54.19,0.0437,73.2,0
80.15,93.42,0.0871,386.6,1
14.63,55.58,0.0272,47.6,0
86.67,94.94,0.1475,742.0,1
59.38,63.79,0.0502,182.4,0
97.69,96.48,0.273,682.2,1
53.53,73.71,0.0432,207.8,0
96.77,98.79,0.2437,587.1,1
43.13,54.3,0.0137,127.4,0
70.05,82.62,0.0663,269.6,1
95.54,94.4,0.2691,767.2,1
45.79,65.62,0.0093,66.1,0
38.18,52.42,0.0148,135.0,0
93.01,94.01,0.1371,502.3,1
51.02,78.91,0.0338,223.2,0
86.33,81.73,0.095,373.9,1
94.29,96.35,0.1354,473.5,1
92.01,92.21,0.2399,589.4,1
76.87,88.15,0.1173,418.9,0
57.91,24.51,0.0036,61.5,0
91.94,97.81,0.2418,542.0,1
88.18,91.57,0.2171,653.9,1
93.29,90.25,0.2157,704.6,1
55.47,68.66,0.0638,218.8,0
95.34,94.93,0.2346,713.4,1
61.48,73.99,0.0453,276.1,0
60.5,56.48,0.0473,227.5,0
56.76,54.87,0.0608,244.9,0
74.36,86.98,0.0819,313.3,1
71.46,58.99,0.062,275.8,0
94.74,94.1,0.2093,757.1,1
97.73,98.69,0.1506,622.5,1
89.25,93.17,0.2885,637.3,1
71.69,82.46,0.116,280.3,0
93.59,92.34,0.1221,611.0,1
87.99,93.3,0.1571,558.8,1
65.08,61.84,0.0579,273.3,0
88.04,83.27,0.1011,324.5,1
92.29,95.94,0.243,484.0,1
56.85,22.78,0.0087,63.1,0
89.56,91.78,0.1554,720.6,1
47.76,41.76,0.0256,121.7,0
91.57,100,0.2435,415.2,1
62.32,58.07,0.0625,280.9,0
96.61,95.08,0.237,487.4,1
71.83,65.92,0.0463,169.7,0
38.84,60.88,0.005,128.4,0
81.24,95.01,0.1186,284.1,1
90.77,83.72,0.0629,286.1,1
65.16,74.74,0.0458,230.5,0
27.31,47.22,0.0256,53.7,0
82.62,76.4,0.0833,414.2,1
89.18,95.81,0.1957,440.3,1
72.82,58.71,0.0348,173.1,0
87.59,95.97,0.2834,388.8,1
71.23,81.27,0.0527,427.6,1
83.16,87.46,0.0772,283.3,1
64.08,77.26,0.0414,312.3,0
45.82,36.12,0.0197,84.9,0
51.75,38.17,0.005,141.7,0
20.12,59.37,0.0306,171.9,0
93.43,91.02,0.3004,558.1,1
85.14,83.86,0.0886,431.6,0
80.57,78.82,0.0572,371.1,1
96.81,91.31,0.1249,471.6,1
74.28,86.71,0.0653,262.8,0
54.74,67.68,0.0671,294.3,1
53.52,59.63,0.067,176.2,0
68.11,59.13,0.0461,247.1,0
96.62,88.47,0.2338,549.8,1
87.9,90.56,0.0692,287.3,1
74.58,86.11,0.0937,410.2,1
82.46,90.71,0.0559,316.7,1
58.61,31.56,0.013,167.0,0
55.69,37.86,0.0155,171.0,0
85.07,79.68,0.1105,391.2,0
83.56,74.84,0.0994,289.2,1
86.95,94.4,0.2948,599.8,1
77.85,76.44,0.0849,319.0,1
43.41,23.42,0.0119,169.5,0
22.2,44.13,0.0224,92.4,0
53.97,71.31,0.064,168.8,0
59.91,69.3,0.0495,233.8,0
83.02,90.08,0.0683,354.6,1
86.92,96.11,0.177,560.7,1
67.78,60.9,0.0322,178.9,1
57.42,62.25,0.0311,307.5,0
44.2,23.8,0.0315,143.1,0
61.83,77.39,0.0615,159.9,0
94.18,92.89,0.1193,753.1,1
47.6,22.05,0.0065,128.8,0
79.97,75.44,0.1178,438.3,0
74.68,91.98,0.0847,417.3,1
53.1,44.83,0.0207,87.8,0
71.82,70.96,0.0732,259.3,1
88.64,91.41,0.1458,674.1,1
36.14,57.71,0.0229,71.2,0
69.9,67.85,0.0239,280.6,0
71.86,63.49,0.0257,224.3,0
74.04,80.95,0.1173,400.8,1
86.61,75.51,0.093,314.5,1
47.04,48.98,0.0273,102.3,0
54.28,77.12,0.0339,265.5,0
57.96,65.32,0.0064,85.8,0
62.32,72.55,0.054,179.7,0
87.78,81.58,0.1091,361.9,0
63.56,71.95,0.046,216.7,0
90.99,77.27,0.059,328.2,1
53.25,56.21,0.0283,275.1,0
72.73,82.13,0.0999,304.3,1
83.16,85.78,0.0903,359.7,1
75.32,86.16,0.0591,300.8,0
68.15,63.97,0.0412,297.4,1
73.96,59.82,0.0256,210.3,0
15.16,28.16,0.0026,95.4,0
21.59,57.32,0.0158,117.2,0
90.5,94.7,0.0748,286.7,0
73.18,57.61,0.0559,189.8,1
50.51,61.6,0.0243,147.3,0
53.97,59.82,0.0497,166.2,0
98.85,94.99,0.1335,412.2,1
56.87,70.46,0.04,198.6,1
63.84,55.87,0.0264,187.2,0
92.56,100,0.2199,552.0,1
91.98,96.34,0.1449,625.3,1
80.18,92.0,0.0987,311.1,0
23.04,24.18,0.0131,112.9,0
86.68,93.14,0.1341,585.5,1
92.68,99.08,0.2842,531.1,1
73.86,55.7,0.0547,224.5,0
68.48,76.44,0.0552,252.5,0
56.79,50.91,0.0353,182.7,0
80.16,86.22,0.0892,431.7,1
87.12,78.07,0.0563,324.8,1
48.14,60.91,0.0089,65.5,0
27.27,57.07,0.0134,46.1,0
45.33,50.76,0.0187,79.7,0
88.63,98.17,0.132,553.5,1
55.64,58.4,0.071,207.8,0
73.99,88.05,0.1166,399.9,1
61.58,75.52,0.0703,212.1,1
86.78,90.53,0.0783,436.7,1
50.9,73.48,0.0475,269.1,0
80.67,77.18,0.0724,280.8,0
94.57,89.89,0.1776,517.2,1
85.84,92.14,0.1907,586.0,1
25.64,58.75,0.0136,97.5,0
21.95,60.44,0.001,56.7,0
72.01,83.62,0.0836,248.6,1
65.47,70.85,0.034,249.6,0
93.11,89.66,0.176,584.6,1
74.12,86.62,0.0948,285.3,1
70.98,69.51,0.0628,233.5,0
76.88,60.08,0.0239,247.7,0
19.77,60.96,0.0344,151.2,0
90.6,89.68,0.2857,761.4,1
64.77,71.07,0.0339,267.9,0
97.77,93.17,0.291,682.6,1
88.75,80.88,0.0838,344.2,1
95.28,97.29,0.1802,613.2,1
55.72,65.74,0.0547,258.6,0
64.31,66.85,0.0609,151.9,0
73.35,90.88,0.0753,443.5,1
90.86,79.89,0.0516,326.3,1
85.6,96.07,0.255,630.8,1
54.14,62.77,0.0713,226.1,1
24.55,58.45,0.0376,96.1,0
19.9,20.77,0.0166,54.8,0
81.33,92.15,0.104,395.6,1
52.57,56.45,0.0314,200.1,0
46.77,64.13,0.0251,210.6,0
93.77,94.52,0.2948,551.7,1
73.28,85.28,0.0744,414.9,1
91.36,92.24,0.1004,568.2,1
84.39,88.66,0.0588,333.7,1
49.5,45.3,0.0143,150.2,0
48.61,24.97,0.0337,109.2,0
58.15,53.02,0.0093,208.9,0
87.05,96.43,0.1353,614.6,1
84.1,77.96,0.104,254.4,1
40.16,44.3,0.0132,164.9,0
24.66,19.8,0.0315,97.1,0
52.89,78.05,0.0397,178.6,0
70.15,82.76,0.0748,362.0,1
96.02,94.39,0.1914,745.3,1
55.02,58.88,0.0299,205.5,0
54.06,43.0,0.0194,169.2,0
68.74,62.92,0.0654,229.0,0
88.15,84.08,0.1094,384.0,1
21.54,24.81,0.0234,91.8,0
100,94.37,0.2707,495.4,1
31.53,23.89,0.0312,184.0,0
24.13,44.06,0.0411,69.2,0
51.58,33.07,0.0098,96.2,0
73.94,82.6,0.0832,313.7,1
90.92,96.34,0.1464,494.3,1
25.35,20.25,0,174.5,0
32.1,53.73,0.0231,106.6,0
56.99,44.83,0.0016,80.7,0
95.2,94.27,0.144,498.0,1
81.38,84.82,0.0548,275.5,1
35.05,64.57,0.0385,145.7,0
51.4,71.9,0.0273,148.1,0
87.32,98.34,0.2589,704.7,1
50.77,33.54,0.0058,191.8,0
88.88,100,0.175,758.3,1
84.76,93.06,0.2539,444.6,1
39.58,48.34,0.0267,140.8,0
69.48,76.79,0.0276,266.7,0
54.83,78.16,0.0495,244.4,0
69.21,76.14,0.0302,288.0,1
72.26,58.27,0.0578,140.1,0
27.31,22.35,0.0234,188.8,0
20.71,32.27,0.0337,116.8,0
45.71,55.33,0.0285,151.0,0
27.59,28.98,0.0207,70.8,0
97.85,96.94,0.2073,548.7,1
60.56,65.4,0.0693,291.5,0
87.76,90.93,0.0994,391.6,1
46.55,33.09,0.0304,87.6,0
70.05,84.32,0.1162,330.5,1
41.38,62.99,0.0381,176.6,0
87.38,75.28,0.1163,286.1,1
28.94,28.2,0.0053,83.9,0
63.21,73.35,0.0241,292.1,1
68.54,77.68,0.0637,177.8,0
25.89,35.55,0.0101,120.0,0
58.23,64.21,0.0015,184.1,0
91.8,98.91,0.1384,695.8,1
76.31,81.55,0.0847,363.4,1
58.47,70.46,0.0269,152.4,0
76.85,76.89,0.0572,296.7,0
50.77,78.9,0.0604,271.9,0
53.1,61.07,0.0454,254.5,0
65.88,70.74,0.0585,140.4,0
81.95,87.08,0.1068,277.8,1
87.18,83.81,0.0882,277.1,0
54.08,41.03,0.0199,152.1,0
94.02,92.66,0.1562,437.8,1
77.17,88.22,0.1058,380.1,1
99.55,91.65,0.1192,625.4,1
75.32,91.83,0.096,347.1,1
25.7,44.86,0.0181,181.4,0
99.62,98.28,0.2351,613.5,1
73.67,65.13,0.0542,235.5,0
34.12,33.21,0.0196,57.7,0
21.82,31.69,0.005,184.5,0
94.39,94.58,0.2622,577.6,1
95.63,99.14,0.2552,430.5,1
91.43,92.54,0.2763,667.4,1
58.31,65.05,0.0672,202.7,0
71.71,59.06,0.0468,155.9,0
66.39,65.64,0.0256,163.7,0
100,92.14,0.2726,532.6,1
53.99,71.33,0.0308,295.8,0
82.03,80.04,0.0937,366.5,1
98.29,96.71,0.2483,552.9,1
56.65,62.93,0.0578,211.2,0
100,91.55,0.1559,623.6,1
78.32,93.41,0.0828,366.7,1
99.36,100,0.1183,672.9,1
59.83,67.97,0.0507,261.3,0
29.77,23.18,0.0065,134.0,0
84.84,90.37,0.1004,281.1,0
89.21,97.05,0.2454,471.9,1
91.67,93.0,0.1314,606.9,1
50.87,58.27,0.0634,193.8,0
61.36,66.02,0.0602,182.3,0
84.07,88.7,0.0947,374.3,0
59.83,78.18,0.0642,224.4,0
25.11,25.39,0.0353,97.8,0
72.34,62.38,0.0664,291.3,0
21.62,58.99,0.0189,151.6,0
21.77,26.8,0.0297,115.4,0
90.98,94.0,0.1397,433.7,1
79.96,82.66,0.0733,391.6,1
59.48,58.26,0.0608,194.1,0
38.09,40.11,0.0178,160.4,0
95.64,98.98,0.2119,661.1,1
74.74,89.39,0.0965,334.7,0
56.56,62.61,0.0231,140.1,0
30.09,26.78,0.0063,141.9,0
29.51,38.69,0.032,82.0,0
57.66,68.26,0.0345,216.5,0
92.19,90.04,0.1827,623.5,1
61.01,76.61,0.0241,167.8,0
33.86,65.33,0.0131,169.1,0
73.52,92.18,0.1167,391.9,1
99.55,95.55,0.1855,576.9,1
29.25,53.48,0.0163,37.0,0
87.02,94.37,0.1543,679.8,1
52.57,75.89,0.0698,239.3,0
70.88,60.11,0.0308,197.9,1
98.12,95.92,0.1094,674.7,1
39.27,36.11,0.0233,108.4,0
80.73,86.11,0.0742,264.7,1
89.42,81.43,0.0773,353.6,1
58.55,29.75,0.0252,164.0,0
74.28,82.93,0.1127,308.6,0
86.66,85.1,0.0698,355.1,0
99.29,99.54,0.2877,481.7,1
72.18,75.78,0.0679,399.9,1
73.06,60.03,0.0535,224.7,0
35.83,19.03,0.0102,110.4,0
17.34,51.51,0.0179,131.8,0
89.54,92.5,0.2588,404.0,1
58.62,45.65,0.0401,70.8,0
85.67,96.35,0.231,630.1,1
100,97.75,0.1378,414.4,1
59.79,63.72,0.0603,166.5,1
89.68,94.65,0.2944,483.2,1
88.43,82.14,0.0931,356.9,1
72.55,76.13,0.0639,221.4,0
53.34,80.53,0.0239,240.2,0
15.27,31.68,0.0035,187.1,0
96.36,93.17,0.1898,657.0,1
50.16,60.19,0.0012,70.5,0
25.48,21.51,0.0061,159.6,0
84.28,87.93,0.0985,255.6,0
96.59,100,0.1687,427.3,1
30.62,50.56,0.0206,184.7,0
79.81,76.86,0.1217,446.7,0
52.48,56.46,0.0082,113.2,0
91.3,97.54,0.2152,622.1,1
33.24,59.97,0.0376,187.8,0
94.63,93.92,0.1904,775.6,1
91.6,99.46,0.222,775.6,1
16.86,39.58,0.0046,183.5,0
69.32,61.26,0.0287,220.1,0
97.42,96.25,0.187,654.0,1
72.1,92.47,0.118,449.7,0
71.08,69.47,0.0652,310.1,0
85.59,92.56,0.085,381.0,0
94.38,96.73,0.1129,665.5,1
28.88,34.0,0.0292,108.0,0
43.67,62.17,0.0115,172.2,0
81.88,88.95,0.1128,339.8,0
73.94,92.38,0.0893,410.1,1
62.4,68.81,0.0231,255.0,1
43.91,46.96,0.0193,72.2,0
68.11,56.8,0.0557,273.4,0
54.29,68.42,0.0561,160.2,1
87.6,89.25,0.2944,777.4,1
77.74,76.08,0.1199,438.3,1
83.71,75.54,0.096,339.8,0
89.29,92.14,0.2856,510.8,1
59.06,25.17,0.0168,114.2,0
90.54,97.44,0.2609,501.1,1
79.82,85.33,0.1047,269.7,1
75.64,75.12,0.0248,232.2,1
82.56,81.28,0.0549,437.1,0
53.07,40.33,0.0428,176.2,0
94.3,95.4,0.2077,634.6,1
98.52,93.66,0.2382,761.9,1
55.28,70.26,0.0391,270.3,1
22.84,54.33,0.0402,92.1,0
37.13,59.48,0.0397,127.0,0
91.48,95.16,0.2143,407.7,1
54.77,77.47,0.0592,224.6,0
88.39,99.47,0.2736,693.2,1
85.55,95.61,0.0943,378.2,0
62.44,70.44,0.0318,214.3,1
58.52,71.41,0.0248,244.1,0
96.73,89.97,0.2399,484.4,1
98.09,94.92,0.139,598.7,1
73.79,73.56,0.0667,239.1,0
91.2,91.35,0.1561,396.9,1
72.85,81.07,0.0627,288.6,0
72.98,94.43,0.0757,450.7,1
77.99,89.05,0.1017,410.4,1
18.44,40.63,0.0072,38.9,0
80.68,83.91,0.074,314.9,1
50.38,71.98,0.0442,268.2,0
42.05,41.67,0.0049,184.3,0
84.19,79.83,0.0741,313.0,1
65.87,80.64,0.0173,201.2,1
72.7,74.93,0.0515,276.1,0
87.77,78.58,0.1088,295.1,1
16.71,39.85,0.0206,116.7,0
78.91,83.77,0.1141,364.1,1
57.61,25.46,0.0129,127.8,0
100,91.34,0.1611,459.8,1
60.93,76.28,0.0481,234.3,0
22.33,46.18,0.0149,77.3,0
92.36,98.36,0.2273,417.1,1
81.79,93.79,0.091,444.3,1
86.74,95.5,0.1219,714.2,1
57.21,74.09,0.0628,261.9,1
33.72,43.67,0.0323,115.9,0
81.92,87.45,0.0501,285.7,1
81.78,87.63,0.111,373.8,1
58.72,64.55,0.0329,187.6,0
44.93,47.1,0.0007,54.1,0
87.03,80.64,0.0727,405.2,1
43.18,43.88,0.0275,93.4,0
59.1,69.36,0.0571,302.1,0
52.23,78.02,0.0459,160.9,1
95.94,92.9,0.2041,482.3,1
60.56,64.41,0.0159,289.9,0
44.0,37.82,0.0026,65.0,0
89.19,91.53,0.2613,523.5,1
88.12,91.47,0.2384,699.8,1
89.76,98.84,0.1558,610.1,1
69.73,66.45,0.0498,274.7,1
54.36,58.13,0.0394,253.8,0
54.58,73.92,0.0397,293.7,0
66.56,68.57,0.0285,196.8,1
79.26,85.47,0.102,438.1,0
97.42,92.56,0.1165,554.8,1
73.64,81.09,0.0711,428.9,1
46.75,45.68,0.0026,82.3,0
72.72,78.29,0.0776,349.0,1
36.39,39.55,0.0314,110.2,0
52.21,81.03,0.0389,221.0,0
55.83,72.1,0.0628,212.5,0
55.4,45.27,0.0364,133.2,0
58.74,79.03,0.0185,219.4,0
54.93,80.55,0.0291,215.6,0
44.03,65.54,0.0302,74.3,0
16.42,36.58,0.039,82.3,0
69.83,82.99,0.0907,397.8,1
84.9,80.93,0.1079,293.0,1
79.3,92.27,0.0686,343.1,1
88.34,100,0.1905,407.1,1
53.89,64.23,0.0657,276.7,0
78.52,81.27,0.1029,368.8,1
74.37,70.6,0.0385,268.9,1
83.61,92.16,0.1111,393.8,1
21.51,26.29,0.0061,75.0,0
91.89,92.28,0.2676,664.9,1
59.28,58.7,0.0364,300.4,1
68.89,76.12,0.0571,304.1,0
19.1,24.04,0.0425,78.9,0
68.67,66.4,0.0464,253.7,1
35.74,52.49,0.0292,184.4,0
78.19,77.27,0.0772,381.1,0
95.08,90.78,0.1414,722.2,1
69.51,76.88,0.0572,153.0,0
36.87,64.73,0.0273,151.3,0
63.99,80.12,0.0644,239.4,1
78.33,77.99,0.0775,347.8,1
82.23,84.88,0.0953,264.9,0
74.99,91.44,0.0995,322.1,1
75.88,82.05,0.0998,275.7,1
94.11,93.73,0.1442,713.3,1
82.55,76.77,0.1079,297.8,1
73.76,71.15,0.058,274.1,0
51.95,71.4,0.0514,236.6,0
52.54,65.32,0.07,297.8,0
65.09,57.8,0.0709,227.5,1
87.9,94.46,0.2054,760.5,1
45.15,33.01,0.0075,181.8,0
98.87,97.92,0.1766,477.5,1
59.43,33.13,0.0371,125.8,0
91.14,95.48,0.1116,496.8,1
87.89,77.98,0.0974,278.1,1
24.63,23.99,0.0038,108.4,0
48.75,70.02,0.0318,303.4,1
92.6,100,0.2175,419.5,1
61.89,62.48,0.0449,200.0,0
87.06,97.57,0.1597,667.1,1
19.82,29.13,0.0115,98.2,0
95.64,94.43,0.2205,577.9,1
22.77,24.79,0.0252,70.7,0
86.62,97.3,0.1725,545.6,1
86.73,81.51,0.0486,328.4,1
69.31,56.65,0.0326,301.0,0
97.75,95.77,0.2101,454.8,1
63.9,63.11,0.0348,197.3,0
32.52,55.98,0.0388,138.3,0
71.8,54.86,0.0702,295.1,0
56.53,39.81,0.0255,97.8,0
57.99,40.95,0.0224,181.4,0
80.35,85.81,0.0674,266.0,0
91.61,97.53,0.171,727.6,1
65.3,77.97,0.0302,251.8,0
84.74,93.66,0.0964,306.9,1
27.46,62.49,0.0265,157.1,0
91.32,98.2,0.1598,582.8,1
92.85,97.22,0.1369,596.6,1
18.73,39.73,0.0193,154.4,0
33.99,41.22,0.0225,62.8,0
73.49,77.54,0.0577,294.5,1
28.37,22.98,0.0076,68.1,0
60.14,52.14,0.027,52.0,0
23.53,22.1,0.0138,180.5,0
49.87,21.74,0.0104,124.0,0
71.96,80.99,0.0935,378.5,0
79.07,82.42,0.0934,419.6,0
69.04,74.77,0.0436,228.8,1
86.66,80.73,0.0668,344.1,1
72.04,71.54,0.0341,235.1,0
62.9,61.64,0.0558,240.7,0
85.54,85.74,0.0552,293.9,1
54.1,38.4,0.0361,146.0,0
15.31,48.57,0.0271,116.0,0
80.25,86.11,0.0643,356.1,0
25.31,64.43,0.0351,158.9,0
63.9,62.04,0.0331,192.4,0
28.19,43.11,0.028,79.2,0
52.75,67.96,0.057,197.0,0
47.92,38.57,0.0062,197.5,0
83.74,87.83,0.062,392.0,1
48.82,59.85,0.0445,198.3,0
71.43,78.47,0.0742,398.8,1
37.5,56.18,0.0206,105.9,0
31.01,22.0,0.0262,150.8,0
92.01,93.58,0.1975,642.0,1
79.35,81.57,0.0709,436.5,1
85.46,77.17,0.0851,383.0,1
21.51,49.56,0,143.8,0
74.65,81.11,0.0633,338.8,1
16.8,58.08,0.0294,184.7,0
89.99,98.4,0.1981,562.0,1
84.67,92.59,0.1073,362.3,0
90.86,97.1,0.2402,431.0,1
54.38,70.39,0.0204,300.2,0
51.31,52.28,0.0288,63.8,0
61.16,78.09,0.0199,251.5,0
73.5,69.34,0.0634,170.7,0
51.66,44.2,0.0248,121.9,0
70.81,68.23,0.0236,252.3,0
86.28,97.58,0.2291,570.3,1
74.35,75.23,0.0476,276.9,0
96.12,98.26,0.2875,690.9,1
21.08,35.56,0.0074,94.4,0
88.53,95.91,0.2984,685.8,1
49.13,59.8,0.0599,275.5,0
87.52,77.33,0.1082,404.0,1
56.85,72.96,0.0378,282.9,0
59.73,65.41,0.0569,244.4,0
83.94,82.74,0.1147,401.7,1
95.88,97.86,0.2008,575.4,1
48.65,42.64,0.0095,181.8,0
18.73,19.52,0.006,197.1,0
69.03,58.27,0.0561,148.0,0
46.59,23.88,0.0125,149.7,0
75.23,87.51,0.101,306.5,0
58.52,74.75,0.0561,276.4,0
89.76,98.79,0.2453,449.2,1
55.2,65.99,0.0656,186.1,0
91.47,99.65,0.2095,623.3,1
70.9,60.17,0.0557,281.5,0
88.0,95.86,0.2504,706.3,1
75.81,82.86,0.0668,372.9,1
89.64,77.82,0.053,305.1,0
57.93,77.91,0.0351,231.7,0
89.04,97.36,0.1058,643.2,1
80.59,81.52,0.1007,376.6,1
88.23,77.36,0.0592,363.3,1
72.84,85.79,0.0558,440.5,1
68.81,56.56,0.066,176.0,0
88.38,99.46,0.2732,605.4,1
81.08,92.79,0.1056,397.6,1
88.77,86.83,0.0701,251.4,1
85.99,94.23,0.1878,609.7,1
87.95,91.73,0.1804,569.5,1
36.55,41.0,0.0041,123.2,0
84.14,97.22,0.2549,538.0,1
76.85,77.31,0.1057,386.7,0
64.79,74.86,0.0542,137.7,1
95.36,99.27,0.3026,663.3,1
82.16,81.75,0.054,235.4,1
84.0,76.77,0.0645,428.9,0
72.7,57.98,0.0634,199.0,0
90.29,93.75,0.2626,479.4,1
33.48,37.29,0.0263,153.6,0
87.62,93.59,0.1999,727.1,1
74.52,81.78,0.0863,395.9,0
56.73,73.45,0.0628,187.1,0
57.44,23.01,0.0373,131.1,0
86.59,93.03,0.0569,324.9,1
98.83,94.83,0.1013,632.1,1
87.88,94.64,0.0564,434.6,1
75.48,92.02,0.0624,344.1,1
60.15,63.99,0.033,217.0,1
93.11,94.29,0.1471,625.1,1
72.1,77.92,0.0235,151.6,0
38.64,44.69,0.0176,71.3,0
74.76,73.42,0.0632,188.3,1
48.56,25.74,0.0297,129.2,0
76.04,56.33,0.0475,283.9,0
56.85,53.8,0.0604,167.4,0
75.23,73.86,0.0679,428.5,1
53.11,57.39,0.0302,154.2,0
88.19,95.78,0.2659,781.9,1
97.23,95.72,0.2151,489.7,1
72.99,58.76,0.0499,174.2,0
70.74,64.79,0.0395,252.6,1
26.1,51.99,0.0272,96.8,0
18.73,45.1,0.0199,149.8,0
78.94,86.27,0.0851,312.4,0
84.74,95.91,0.1538,681.0,1
51.64,19.69,0.008,147.1,0
80.76,82.09,0.0611,371.2,1
63.81,77.17,0.0506,285.5,0
89.46,96.97,0.2247,660.5,1
53.35,30.64,0.0214,135.0,0
72.01,72.32,0.0501,265.1,0
93.0,90.18,0.2005,694.1,1
59.28,58.96,0.0311,286.9,0
70.5,62.38,0.0437,277.3,0
70.87,57.9,0.0601,212.8,0
83.64,92.96,0.0594,325.6,0
44.29,21.94,0.0313,64.6,0
71.41,57.72,0.0528,207.5,1
82.75,84.24,0.0723,385.0,0
89.28,95.5,0.265,754.2,1
18.52,29.22,0.0334,55.1,0
68.5,58.09,0.0441,177.7,0
86.94,93.54,0.2489,692.4,1
54.87,60.84,0.037,206.6,0
90.6,95.16,0.1484,592.8,1
51.6,74.17,0.0708,217.7,0
90.43,86.97,0.0786,445.7,1
88.33,89.57,0.1492,580.8,1
85.16,88.62,0.1135,308.7,1
90.73,94.64,0.1942,427.3,1
77.46,77.19,0.0836,320.0,1
96.54,89.15,0.211,656.6,1
98.59,98.8,0.2444,749.1,1
72.11,83.31,0.081,422.0,0
31.95,32.25,0.0331,189.2,0
82.9,77.5,0.0967,401.1,1
98.05,89.74,0.2868,558.6,1
71.15,66.72,0.0512,293.3,1
35.54,56.24,0.003,69.4,0
50.39,41.69,0.0117,184.7,0
57.18,70.49,0.0398,180.2,0
89.33,74.02,0.1167,378.1,0
75.5,75.73,0.1163,327.7,1
64.93,61.08,0.0448,242.8,1
82.36,76.22,0.0863,285.9,0
81.98,86.24,0.0778,317.7,0
51.74,79.38,0.0381,224.1,0
73.24,80.18,0.1102,260.3,1
54.18,62.67,0.0118,112.0,0
46.64,42.73,0.0052,129.1,0
99.58,95.29,0.2425,623.0,1
52.25,79.27,0.0593,297.6,0
84.52,86.67,0.0503,276.4,0
96.93,95.45,0.2475,461.2,1
73.33,79.57,0.018,213.0,0
23.66,50.0,0.0249,134.5,0
49.68,24.43,0.012,161.8,0
58.46,63.78,0.0392,258.4,0
52.04,51.22,0.0379,97.9,0
94.01,95.08,0.1589,530.5,1
85.83,100,0.1831,501.7,1
30.68,52.78,0.0108,70.1,0
81.46,78.76,0.1134,427.2,0
90.88,91.52,0.1378,789.8,1
34.6,57.9,0.0137,92.9,0
56.3,70.28,0.0383,292.3,1
42.0,64.24,0.0248,68.2,0
85.18,94.42,0.2807,665.9,1
95.8,98.78,0.215,681.9,1
50.19,48.27,0.0112,107.4,0
37.93,30.75,0.0299,69.6,0
84.37,81.97,0.1147,400.2,1
35.12,30.97,0.0347,167.2,0
37.07,55.2,0.0283,155.5,0
32.21,32.58,0.0215,153.0,0
81.45,75.95,0.0625,338.6,0
78.53,95.92,0.1091,365.9,1
66.98,54.64,0.0216,264.2,0
15.69,32.16,0.0374,204.9,0
65.37,63.8,0.0502,246.4,0
52.27,61.58,0.0499,162.1,0
84.69,85.32,0.049,302.4,0
57.2,63.59,0.0637,175.1,0
87.54,96.35,0.2002,764.1,1
83.69,95.59,0.2283,691.9,1
61.17,74.75,0.0625,208.6,1
48.18,41.15,0.0359,109.8,0
79.72,93.35,0.1024,251.7,1
72.78,74.53,0.0627,238.1,0
92.75,97.08,0.2048,526.6,1
65.61,54.86,0.0509,270.7,0
100,95.47,0.2406,770.5,1
71.43,68.25,0.043,221.6,0
33.68,64.37,0.0299,146.6,0
80.58,79.63,0.0795,389.0,1
69.04,76.29,0.0602,170.9,1
71.45,63.45,0.051,218.1,0
53.89,74.28,0.0614,244.8,0
17.16,45.63,0.0192,141.4,0
86.07,93.51,0.2806,734.9,1
97.52,96.44,0.116,775.3,1
92.29,97.22,0.2219,608.0,1
44.74,51.08,0.0088,85.7,0
74.3,63.42,0.0328,285.9,0
84.75,95.0,0.1629,461.3,1
84.95,76.28,0.1177,418.4,0
82.53,86.63,0.0956,381.2,0
54.9,43.21,0.0135,175.8,0
87.86,98.96,0.2019,705.3,1
56.23,78.9,0.0305,213.2,0
81.01,85.07,0.0808,285.2,1
79.74,76.15,0.1114,264.5,1
75.63,76.08,0.0169,266.4,1
89.41,89.73,0.1793,480.9,1
97.06,94.34,0.1883,686.2,1
93.61,94.31,0.1843,684.2,1
15.8,22.32,0.0409,82.3,0
56.67,63.97,0.021,237.3,0
60.63,33.05,0.0371,186.2,0
39.77,48.84,0.0281,116.7,0
71.5,74.23,0.0472,269.2,0
58.13,57.95,0.0605,230.4,0
54.77,48.81,0.0003,95.4,0
80.73,79.64,0.1087,435.3,1
78.27,76.1,0.0845,403.1,1
33.36,33.24,0.0184,100.6,0
70.7,74.8,0.0505,237.5,0
27.91,22.4,0.0345,67.7,0
32.63,42.83,0.0157,95.9,0
49.88,47.46,0.0269,152.8,0
100,93.87,0.1154,721.0,1
78.29,88.55,0.0742,376.5,1
84.91,93.55,0.0943,352.7,1
76.32,76.26,0.0645,305.7,1
68.83,85.36,0.1162,447.9,0
95.4,92.1,0.1098,687.7,1
57.16,70.77,0.0457,185.1,1
96.48,95.14,0.1236,787.8,1
71.57,57.5,0.0707,284.4,0
85.71,76.56,0.0684,238.2,0
